"","internal_id","pieces","date"
"230",2919," sunday      sunday morning april th after singing and prayer broth   addressed the meeting &amp; said the spirit of god   would make a humbly man handsome i do not place  my affections upon any thing but god &amp; jesus christ   you ought to love brother  enough to keep his   commandments so with my family if they love   me they will keep my commandments if you want to   be a friend to brother brigham &amp; his counsellors live  holy before god &amp; do right &amp; if you will do what you know  you will do right do by your neighbor as you would wish   him to do unto you some men wanted to get women   from their husbands who are dead &amp; get them   sealed to them such would rob the dead this is   wrong let me do for the dead what they cannot  do for themselves &amp; this is right &amp; the dead will plead   for that man to be blessed. never take a course a  course to rob the dead i will have time to redeem   all my dead friends either in time or eternity  the malinium will be spent in the temples of the lord   in redeeming our dead if my friends will not receive  my testimony i will let them alone &amp; when they  have been in hell long enough i will go &amp; redeem   them i will take a course to get tothe bless blessing upon   my seed that adam had upon his seed  had it   &amp; i have it if my children sin they will have i to   repent of &amp; pay for it but will be saved in the end.   we should not go to law with each other all that   will not go to law say i all said i, i would as  lieves be damned without a man as to be damned   with a man that would steal a dead mans wife for   he will be damned any how. i will say that broth   is the chief bishop &amp; he has a right to  chose his two counsellors bishop hunter arose   &amp; made some remarks &amp; said he should choose men    ",1852-04-11
"231",2971,"april ,  ",1853-04-06
"232",2971," wednesday       april th   the general conference of the church of jesus christ   of latter day saints commenced this morning and this  day was one of the most interesting ever witnessed by  the church since its organization. the procedings of the  day is published in the deserett news of april   so  i will not record it here i will say however that the four  corner stones of the .  the presidency laid the s.e. corner stone with the patriarch  bishop  &amp; counsel with the lesser priesthood  laid the s.w. corner stone.  the president   of the high priests quorum &amp; counsel, the president of the stake  &amp; counsel, with the high counsel proceded to lay the north  west cornor stone. the twelve apostles first presidey  of the seventies, &amp; presidency of the elders quorum laid  the north east cornor stones their was a prayer  offerd oration deliverd &amp; song sung on each cornor  stone as they were laid. there was the largest assembly   of saints ever gatherd together in deserett on the ocasio  it occupied the whole day untill  oclock after the  had  laid the last stone on the north east cornor &amp; closed the   cornor ceremony. president  ascended the stone  &amp; gave his benediction as follows. brethren &amp; sisters  i bless you in the name of jesus christ of nazareth &amp;  pray my father in heaven to encircle you in the arms of his love  &amp; mercy protect us untill we have finished the temple receve  the fulness of our endowments therein &amp; then build many  more. and i pray also that we may live to see the great    missouri you are now dismi  ssed with the blessings of the lord jesus christ upon your   heads amen. the possession then returned to the tabernl  &amp; were dismissed by presidet youg untill  ock p.m.      met at  oclok prayer by  president brigham young  arose &amp; deliverd a vary interesting discourse which is published  in full in the deserett news of april th .      brother  said that the seventies had a portion of the apostleship  as had all the elders but none were ordained to the fulness of the  apostleship except the twelve or those who are ordaind to the   office      a lyman spoke told a dream said  came to him &amp;   told him to dip a large lake dry &amp; gave him a spoon to do it  with said he could not have any impression upon it with a spoo  he thought but still would obey counsel &amp; went to dipping   &amp; soon lowerd the lake  feet than joseph told him he  could not always judge of things by appearances but the lord would  do all for us that our hearts could desire adjourned till tomorrow      april ,  ",1853-04-07
"233",2971," thursday      th conference called to order by president . who presented  for a text a set of fire irons made by the brethren from the native  iron in .       arose and made confession that he had been   in darkness &amp; done wrong in many things &amp; wished to be forgive  &amp; retained in the church he was forgiven    ",1853-04-07
"234",2992,"badly in my hard buffalo chase on saturday and i now   was feeling its effects at the same time the hunters   started. another company was formed to go &amp; explore out   the rout &amp; see if we could get grass for our horses as the   indians had been burning it up for several days. we went   into the bluffs &amp; seperated into two parties  in each   &amp; we travled some  miles back &amp; &amp; forth over the hills  &amp; saw no game except antelope &amp; wolvesno i felt so   unwell i concluded to go back to camp.  &amp;    others were with me. we set down upon the edge  of the bluff in sight of the camp to rest ourselves &amp; we   saw a company of  horsman approaching us from the  camp in haste bearing a red flag when they got within   half a mile of us we trailed our arms &amp; went down  to meet them. they informed us that the party that   went up the  had come upon an encampment   of about  indian warriors. a party of about    had followed them down a ravene to cut off their   retreat probably with the intention of robing them  of their horses &amp; clothing &amp; would take life if they could  not do it with out &amp; this company of horsman   had come to us to call in the hunters to camp so   we went in the hunters in coming in with the  horsman came across a herd of buffalo &amp; brought  into camp  calf, &amp;  antelope they kept out a good  guard during the night &amp; we had no disturbance the   cannon was fired twice early in the morning to let   the indians know we were awake. i had a vary   severe night with my side was in much pain we  had some a great dew &amp; frost during the night.       may ,  ",1847-05-04
"235",2992," tuesday      th thermometer stands at ° this morning i feel  some better than i did last night we started on  our journey this morning  waggons a breast which made    roads this was to be in readiness in case of an attack from   the indians we travled  miles and saw some waggons on the  opposite side of the river. going down the  soon one of the   men waded the platt &amp; came to us, to see who we were. he info-  rmed us they were traders from  he had been   there  years had not tasted bread for  years, was  days from  laramee the grass was green &amp; good on the south side to that  fort but burnt of on the north side he waided the platt to  come to us a mile across it &amp; did not go but little above his   knees he would take letters to us to  who lived near    so the campe stoped &amp; wrote  letters to   our familys i was ahead of the company with  taking  observations &amp; did not know untill the time was nearly up  i then in great haste scribbled a few lines to my  an epistle   was written to the church &amp;c. three brethren accompanied the   frenchman accross the platt to the other men was  in all  had not seen an indian since they left laramee, stated their  was a ferry at the fort &amp;c agreed to take our letters safe  we drove on  miles more &amp; bated our teams untill the brethren   returned they made a report to the camp of what was   said to them a council of the whole camp was then called   to deside whether we would cross the platt or continue up    ",1847-05-04
"236",3066,"concerning the organizing of the church and appointing a first  presidency this subject lies with wait upon my mind i have  been stired up to do this by the spirit of the lord. he wished all  of the quorum present to express their feelings upon this subject  begining at the oldest &amp; each one of the following persons expre-  ssed their feelings in rotation.    , &amp; many interesting remarks were  made by the various individuals who spoke. &amp; we were   followed by president , after which orson hyde moved  that brigham young be the president of the church of jesus  christ of latter day saints &amp; that he nominate his two  councellors &amp; they form the three first presidency seconded  by w. woodruff &amp; carried unanimously. president young  nominated heber c kimball as his first counceller seconded  &amp; carried unanimously president young nominated willard  richard as his second councellor seconded &amp; carried unanimously  many appendages to this subject was conversed upon with   much interest we then adjourned, wente into br hydes  house &amp; had a feast of pie &amp; strawbury wine &amp; retired to rest      december ,  ",1847-12-06
"237",3066," monday      th we went into council this morning several subjects were  conversed upon one was our posterity in this world and the osprigs   of immorta celestial &amp; resurrected beings in the world to come  president  remarked that our children in this life did not   look just like their parents but was a variety in looks &amp;c &amp; the  osprings of celestial beings were spiritual bodies       was cut off from the church for breaking the  laws of god.      it was decided in council that if a man lost   his wife he was at liberty to marry again whare he pleased and  was justifyed.      father  was appointed by the   quorum of the twelve as the first patriarch over the whole church  president young said the twelve were at liberty to publish papers  in any part of the world whare they should be or take the   best course to spread the work, the twelve should superintend  the printing whareveer they were. and if the twelve were going  abroad it would be well to ordain elders out of new members   that were baptized &amp; take with them to preach &amp; there should  ownly one of the twelve go to one place &amp; call seventies to  their assistance. our counsel adjourned.  &amp;   myself rode to elder   &amp;  preached w. woodruff &amp; e t benson followed them  we had a good meeting, we spent the night at   m      december ,  ",1847-12-07
"238",3066," tuesday      th we rode  br dailys  miles it rained, hailed, and froze, which made  bad travling we found the brethren building the meeting house  in the afternoon in company with  [[willard richards|w.  richards]] i rode through a cold hail storm to the ferry &amp; had some  difficulty in getting across the   mils  i spent the night at home      december ,  ",1847-12-08
"239",3066," wednesday      th  and got a load of  willows i spent the evening at the dr office hearing letters   read      december ,  ",1847-12-09
"240",3066," thursday      th i met in council with the twelve and the presidency of the  seventies  was brought up for trial for improper  conduct with his family after hearing the testimonie upon the    ",1847-12-09
"241",4315,"aug. th   promised to fight the battles of his saints nevertheless the saints   will be tried whether they will abide in his covenant even   unto death whether we are willing to lay down our lives for   christ sake, word has been sent out to call in the elders from   abroad from among the gentiles, and the gospel has begun to go to   the lamanites &amp; the lord is about to remember his covenant   with that people, the judgments of our god must now soon be   poured out upon the gentile world &amp; the children of jacob &amp;   the house of israel must go forth &amp; fulfill their destiny &amp; help   build up zion all nations are becomeing vary wicked may   the lord give us grace according to our day &amp; help us to stand   the test &amp; prove in the hour of trial &amp; temptation torue to our god, our   brethren, &amp; our covenants. and i ask the lord in the name of jesus   christ to preserve the presidency of this church with the cities   people &amp; records of the saints from the hands of wicked and   ungodly men. i pray that the lord will preserve me for a   season that i may labour to assist in preserving &amp; keeping   a record of this church &amp; kingdom &amp; the dealings of god   with us &amp; preserve me o lord from dishonouring my calling   or priesthood but give me faith power &amp; grace to pass through   what ever i may be called to meet. it appears as though   the whole world was about to make war upon the kingdom   of god. in years that are past &amp; gone we have had towns   cities, counties &amp; states with the govornor &amp; people against   us. now the whole nation has risen up against us, vary   well, let lightnings flash &amp; thunders roll &amp; earth quake bellow   and let all hells dark hosts gather in battle array against   god and his christ against the church &amp; kingdom of our god against    &amp; the twelve apostles of the lamb   of god &amp; all ther followers let the heathen rage &amp; the people   imagin vain things let them take council to destroy the   lords anointed. yet god will laugh at their calamity   &amp; mock when their fear comes for their destruction  shall come like a whirlwind even in an instant suddenly   it shall over take them like a woman in treval &amp; their   shall be no power to deliver, &amp; all the judgments which god   the lord, or prophets apostles or holy men have said shall   come upon them shall be fulfilled upon their heads &amp; not   one jot or tittle shall fail. rejoice o ye heavens &amp; be glad   o earth &amp; all the righteous who dwell therein for the lord   god omnipitent reigneth &amp; his will will be done in all   things for he holds the destiny of all men in his hands   the wicked as well as the righteous. let the prayers of thy people   o god come up into thine eares &amp; let them be answered upon the   head of the wicked &amp; let the blood of all thy prophets o god   be avenged upon the earth untill the wicked shall scease to reign   &amp; untill the earth shall be cleansed from all the abomination  which now dwell upon it fulfill thy covenants o god which   thou hast made with israel in the last days &amp; let the gentiles   who dwell upon this land be spedily cut off inasmuch as they   will not repent. send they judgments o god into the armies   of the united states who are coming against us to battle &amp; let   them be destroyed that they shall have no power over thy saints   any more at all    ",1847-12-09
"242",4343,"jan th   i attended the prayer circle. president  spoke upon   order. he formed a true circle he made each man toe   the mark and keep good order or stay at home you   must be of one heart and one mind for jesus said when   two or three are gathered together in my name and are   agreed as touching any one thing and asked the father in   my name it shall be given unto you now jesus did not   tel a lie and when any prayer is offered up and not answered   it is because you are not agreed in it and their prayers are   not offered in faith and union. now this is true and i want  good order and must have it. i would rather trust my faith   alone than with company who are not agreed with me      i want the twelve to go to the meeting to morrow night to make  speeches upon the subject of home manufacturing i want the   bishops to organize the wards in such a manner that we can   find the mechanics if there is any man that can take care of   sheep i want him to do it and so with every other branch of   business. brother  said that there should not be another merchant   come into our midst and set up anothd amen and   i mean to hold on to the amen, and have faith in it. the   subject of the bank came up and much was said upon the   subject. president young said of gen  had with his   influence esstablished a united states bank and branches   and not permitted any other banks in the country it would   have been a good thing for the country      january ,  ",1858-01-18
"243",4343," monday      th i spent the day in the legislator was quite unwell i   spent the evening at the house of       january ,  ",1858-01-19
"244",4343," tuesday      th i met in the legislator in the morning adjourned till   to morrow  oclk i spent a part of the day in the    i called upon president  at  oclok to get a list of   the birth of his children at  minutes to  oclok     and many other of the brethren   arived at the presidents office. i shook them by the hand   and was glad to see them. i asked brother benson how it was in   the states and he said as bad as it could be. brother benson   said that persecution had commenced through  they   gather by thousands with sticks and stones and they break in the   doors and winders knock down the brethren and take the clothing off   the sisters &amp;c       we had a mass meeting in the evening or a bishops meeting with  the people the  occupid a short   time in reading the last minutes, and attending to some business   then president young made a speech upon the business of the meeting   presented the propriety of haveing a paper currency. he also   told the bishops to see to all the people in his ward had a supply of  provision and preparation made to cash it in the mountains   also the organization of an army of  men the names of the   officers were read and all items of business presented was recieved   by the people with a shout of a loud amen. several songs were   sung then an address by e. t. benson followed by o. pratt both   spoke in the spirit of god. we had a good meeting    ",1858-01-19
"245",4354,"march   put up in the upper story of my granery in the ear and the damp   state began to heat and mold i went to work and carried about    bushels of ears in baskets down a ladder on my sholder  then miy wives and children took it and carried it and spread    in my chambers in the house when i got through i was vary   weary and sore. elder  at  oclok      march ,  ",1858-03-11
"246",4354,"thursday      th i went into the  early this morning and   laboured incessantly till past  oclok i then went into the    and spent the evening. elder  was badly kicked   yesterday with a mules      march ,  ",1858-03-12
"247",4354," friday       i spent a short time in the morning in my garding   setting out strawburies, sowing cabage onions and radish i   then went to the    waiting to read history to the . brother hyde said   that mother    appeared to her was dressed in the most splendid military   aray she said father are you going to fight with the soldiers   i am going into the mountains to help defend the kingdom   of god. the president got a letter from  stating   that he and his men are friendly that they have one stolen  horse from the mormons which they will send in or any other   animals that his men may steel. it is also rumured that  the indians south who have been to the armey are vary   hungry and wish to come into the settlements ang  get   sumthing to eat. president young son came in we read   to him the history of  [[william earl mclellin|wm e.   mclellin]],    .      march ,  ",1858-03-13
"248",4354," saturday      th i sowed some peas in the morning and trimed up my   peach trees which had been budded i also sowed some australia   wheat. i met in the  at  oclok with elders   . o. pratt said that    wrote a pamphlet in which he said   that he had a vision and warned me while going east to   move my waggon and i done so and soon an oak tree   fell whare my waggon stood i had this impression myself  and named it myself to my  before i got out   of my carriage. presidents  came   in and we read the history of orson hiyde    and e. t. bensons      march ,  ",1858-03-14
"249",4354," sunday      th sunday a cold stormy day there was a meeting at   the    writing my history i attended the prayer circle in the   evening. bishop    was mouth in the circle      march ,  ",1858-03-15
"250",4354," monday      th i spent most of the day in the  the   remander of the day in the  history    ",1858-03-15
"251",4512,"october ,  ",1856-10-15
"252",4512," wednesday      th i spent the day in the    spent a part of the day with us we received word that president young  was quite sick. brother  was sent for and the whole company was  returning they all arived home about  oclok      october ,  ",1856-10-16
"253",4512," thursday      th  i visited president   we found him feeble but much recoverd the  sickness had mostly left president young as soon as he came   over the big mountain this way. there seemed to be sumthing  mysterious about his sickness he was taken vary severe in   the evening of the th with pain in the kidneys and bowels &amp; he  nearly fainted away. presidents kimball &amp;  administered  unto him &amp; prayed for him &amp; he began to recover the brethren  felt that the valley was full of devils, they had to go onto the mount  ain before they could get the spirit of prayer they felt that  there was a legion of devils in the valley congregated against  them &amp; trying to destroy them they felt also that there was  evil intended against them on the road &amp; that they should  leave the valley &amp; return home they hitched up their horses   in the morning &amp; started for home &amp; the nearer they drew to  the  the better they felt. brother kimball &amp; myself  called upon sister  a short time in speaking  of her history she said she had been alone a good deal   through life &amp; she did not wish to have a history of her  life published she did not wish any one to have her   likeness neither after she was dead.      i attended meeting at the  ward during the evening there  were present j. m. grant  w woodruff &amp;   bishop  &amp; his councellors. j. m. grant preached  in the power of god he is a quiver in the hands of the   almight among the people he took up bishop hoagland &amp; his  two councellors then the teachers then the  ward &amp; all the   people in it &amp; looked at them with the light of truth &amp;  the candle of the lord &amp; the whole body was searched with  a scrutinizing eye &amp; all sins rebuked by the power of god  he left as soon as he got through speaking was followed by  elder f. d. richards who bore testimony to the words which  had been spoken. he was followed by w. woodruff who also  bore a strong testimony &amp; the spirit of god was upon the  people.  made a few remarks after bishop  hoagland had spoaken in the spirit of god, then the meeting closed      october ,  ",1856-10-17
"254",4512," friday      th i went down in the fore noon into the big field i  found my ditch fence had some of it dug down by boys and   they were burning up poles &amp; stakes. i spent the afternoon  in the  he preached the  funeral sermon of a brother  who had died  years of age  lived on       october ,  ",1856-10-18
"255",4512," saturday      th i have taken cold and am vary sore i spent the day in the   president  has recovered from his illness    ",1856-10-18
"256",4523,"i attended the prayer circle in the evening and president  said   that all that would not come direct from the  to the council   room for prayers might consider themselves cut off from the circle       i went to the th ward meeting in the evening they met for the   st time in the new music hall built by capt bellows band in the   th ward. the hall was dedicated unto god  made the   dedication prayer after which w woodruff was called upon to   address the people who spoke about one hour related a dream that   he had of meeting with    followed with a short discourse bore a strong testimony of the work   of god he was folowed by  &amp; the   meeting was dismissed      november ,  ",1856-11-17
"257",4523," monday      th i was quite unwell and spent most of the day in the  i   had a visit from  in the evening i spent the   night at home. was quite unwell      november ,  ",1856-11-18
"258",4523," tuesday      th i am quite poorly this morning i spent most of the day in the    .       president young    pasture. it rained some to day and a hard shower at about  oclok &amp;   snowed during the night i spent the evening in reading comodore perrys visit   to jappan      november ,  ",1856-11-19
"259",4523," wednesday      th snow upon the ground this morning i spent the day in the    i was visited by the missionaries and teachers in the th ward i was visited   thby elders  &amp; taylor. they presented the law of   god &amp; myself &amp; family was weighed by it. they laid hands upon   me that i might be healed from sickness for i had been heal   sick several days. i attended meeting in the evening with the council   of the  ward i spoke to them my feelings. bishop  spoke   &amp; others spoke. i left &amp; called to visit  family as they   wished some council upon some matters which i gave them       at  oclok the last time he was out      november ,  ",1856-11-20
"260",4523," thursday      th  the th ward had a meeting at the music hall in their ward   the day was spent in fasting and prayer the house was full the forenoon   was taken up by the teachers makeing a report w. woodruff gave an   address &amp; was followed by . vary plain preaching was   given through the day. i attended meeting in the evening with brother   richards at the th ward we both preached vary plain the spirit of god   rested upon us &amp; we taught in great plainness      november ,  ",1856-11-21
"261",4523," friday      st we had a severe snow storm through the day. it looks dismal   to think of the poor saints who are now in the mountains in the  midst of the snow. i killed an ox and put up my winters beef today      november ,  ",1856-11-22
"262",4523," saturday      nd i spent the day in the  i laid hands upon president         i had a visit in the evening from f. d. richards and wife &amp; sister pratt   they staid till  oclok we had a plesant time in conversing upon the   things of the kingdom of god      november ,  ",1856-11-23
"263",4523," sunday      rd sunday i spent the day in the  spoke in the   morning was followed by elder  and in the afternoon   by  who spoke upon their mission gave an account of their   travels in india calcuty rangoon &amp;c also farnham in south australia    ",1856-11-23
"264",5282," may   stations on the middle route from  and have killed   some of the men one of the streepar boys who lived in the  ward   the mail carriers &amp; mail is said to have been destroyed the express  boy was also shot at who brought word. the eastern  also   arived this morning  days from  &amp; news  days from    saying   that the bills to organize five new territories was rejected in the   houce. the homestead bill was killed in the senate.   of  convention for   president &amp;  for vice president   the ship tapscott was chartered by the saints in  to bring    saints to  will come with them      may ,  ",1860-05-26
"265",5282," saturday       i spent half a day planting corn and beans in my garden      may ,  ",1860-05-27
"266",5282," sunday      th sunday i met with my quorum in the morning. i was unwell and did   not attend meeting.  preached in the fore-  noon. i spent several hours in the  &amp;  youngs . president young said that he thought the great   cry of the indian war in the west was more a matter of speculation than a   reality they made all out of it they posibly could in order to get a population   and to get an armey there so as to get some money in circulation president  young spoke of going to the , give me an invitations to go with him      may ,  ",1860-05-28
"267",5282," monday       mrs  upon her. we had a fine   rain last night every thing looks fresh and green this morning i spent the day  in the  the daughter    the ownly grand child i have   ever had which makes me a grand father and it also places in my   house four living generations at the same time a ceircumstance which   seldom happens viz my , myself, my daughter &amp; my grand   daughter the eastern mail arived this afternoon brought some papers      may ,  ",1860-05-29
"268",5282," tuesday      th mrs  has been quite sick for several days with a sever   cold upon the lungs with a cough. it is quite a growing time      may ,  ",1860-05-30
"269",5282," wednesday      th a plesant day the calafornia mail arived last evening i spent the   day in the       may ,  ",1860-05-31
"270",5282," thursday      st a plesant day i spent the day in the       june ,  ",1860-06-01
"271",5282," friday      june st i spent the forepart of the day in my garden the afternoon  in the       june ,  ",1860-06-02
"272",5282," saturday      nd i called into presidet  in the morning    ",1860-06-02
"273",5333,NA,1860-06-02
"274",5384,"sept d   we then drove to  and spent the night many horses were  sick apparently by over driving &amp; over feeding distance  m      september ,  ",1864-09-24
"275",5384," saturday      . we drove to   then to  and spent the night  m      september ,  ",1864-09-25
"276",5384," sunday       sunday we travelled to the severe bridge whare we met  with  mounted men, a band of music  waggon  men  in all as an escort from . we then travelled to   we held a meeting  mils  president  spoke      september ,  ",1864-09-26
"277",5384," monday      . we drove to o  m and took breakfastst with john lowery  we then drove  mils to  &amp; held a meeting at    oclok w. woodruff spoke followed by . we  held another meeting at  oclok  spoke followed by    held a  meeting at manti at  oclok  m      september ,  ",1864-09-27
"278",5384," tuesday      . we drove to  and held a meeting at  oclok  i called upon  to speak he was quite sick &amp;  did not feel able i felt moved upon by the   to  &amp;  he was healed &amp; got up &amp; spoke in the spirit &amp; [[power of god|power of  god]] &amp; was followed by g a smith &amp; w. woodruff. x   &amp;   we drove to  whare a meeting was held at   oclok president  spoke to the people followed by brother  harrocks,  at the close of the meeting we  drove to north bend &amp; spent the night      september ,  ",1864-09-28
"279",5384," wednesday      . we drove through thistle valley down the   canyon to  whare the company stoped. i continued  on to . the company at north bend numbered  mils   men  ladies,  vehicles the escort numbering  persons      september ,  ",1864-09-29
"280",5384," thursday       we drove to  we then  drove to  and spent the night distance  m  we were all glad to one more get home after being absent  from home for a month distance to  &amp; back      september ,  ",1864-09-30
"281",5384," friday       i spent the day at home choreing      october ,  ",1864-10-01
"282",5384," saturday      oct . i spent the day in the  we gave    ",1864-10-01
"283",5451,"feb ,   brother  home they returned by the old trail saw some    and bought some provisions of them they had a good   deal of snow &amp; a rough road when they came to the colorado   the lamanites were afraid to cross for they had never   seen crossed so large water before and was afraid of being drowned   and wished to returen home. brother hamblin told them   they must go with us &amp; when they found they must go   they offered  in the following manner. the medicine   man took some cotton thread of there own spinning about    inches long and tied on each end a bunch of eagles duck fea-  thers about as big as a mans thumb, hen placed it in the edge   of the water, they then put some bread called peak &amp; put between   the feathers then took a handful of dried peaches and put   between the feathers &amp; then sprinkled consecrated white corn-  meal over the water they then started over &amp; when they came   into the deep water they sprinkled more meal upon the water   they went over safe they thanked the lord for bringing them   over safe in half a mile they came to a mud canyon with   rocks from  to  feet high perpendicular the rains had   filled the canyon with mud so they had to bridge the passage   for  yards with willows in order to get there animals over   in order to get out of the canyon they had to climb out   about  feet by cutting steps in the rocks in a zigzag   course seven of the animals missed the steps &amp; fell down  the mountains some  feet. they then went on there jour-  ey over a rough country for  days before they come to the   settlements they were vary short of provisions &amp; provisions was   sent out to meet them after spending  days with brother  hamblin, he brought them to . after  leaving president  i took them to the printing office &amp; showed   the process of printing &amp; bookbinding &amp; the telegraph office they   were much pleased with what they saw i took them home   &amp; gave them some dinner &amp; apples and apricotts &amp; plum  pitts. brother hamblin took them to the stores &amp; to the theater  in the evening they were much pleased with the scenery   they have theaters at home &amp; give good representations    ",1863-02-04
"284",5502,"june ,  ",1862-06-19
"285",5502," thursday      june ,    was in the chair at  oclok at  minutes   past the court opened mr  called upon the clerk to  read the affidavits which was read and accused the three pris-  ioners of murder viz . they  were asked if they were ready for trial they said yes. [[robert taylor burton|robert  burton]] was sworn &amp; bore the sane testimony that he did yesterday  richard cook asked burton if he did not recollect of his coming  to him on the square &amp; ask to be shot. burton said i did not  recognize you though some did ask to be shot but we did not  see fit to shoot any one after the surrender. mr ross also  gave his testimony. clemgard said, i went to ross and  asked to be slain and save the people ross said that was  true. jones one that was imprisioned testified that clemgard   was the commanding general of their forces during all their  trainings. dr  gave his testimony cunningham   &amp; golden gave their testimony. burton &amp; ross both  testified that clemguard said he was the commander  in chief of all the forces. jones testified that [[christian nelson|christian  nelson]] was capt of  men in the fight which he  acknowledged he was then taken into custidy as a murderer   made some remarks then committed  clemguard &amp; nelson to safe keeping in prision untill   the sitting of the next term of court.   was sentenced to  days imprisionment &amp; a fine of $   for contempt of court also cook &amp; parsons were   bound over to appear at the next term of court under  bonds of $ each. the court then adjourned sine die      june ,  ",1862-06-19
"286",5502," friday       i spent most of the day in preparing waggon teams  and harness for the men to go the canyon      june ,  ",1862-06-21
"287",5502," saturday       i spent the fore noon in the . we gave   to  persons.  sealed  couple.      june ,  ",1862-06-22
"288",5502," sunday      d sunday i met with my quorum in the morning i prayed  and  was mouth. i attended meeting through the day   preached in the morning  &amp;  in the afternoon. i attended the    but myself was gone {i had a poor night.} ****    ",1862-06-22
"289",5527,"january ,  ",1860-01-13
"290",5527," friday      jan     it is quite cold winter weather i spent the day in the       january ,  ",1860-01-14
"291",5527," saturday       a cold morning but plesant sunshine i spent the day in the     sunday i i met with the twelve at candlelight for prayer   prayed and       january ,  ",1860-01-15
"292",5527," sunday       sunday i met with my quorum   was mouth. i attended meeting at the  preached      january ,  ",1860-01-16
"293",5527," monday       a shower of frost all trees covered with frost i spent the   day in the  i had a small party at my house through the   evening. capt     were both present they both were baptized by    jan th  at . pm. and confirmed members   of the c. j. c. l. d. saints under the hands of the presidency of   the church president  being mouth there was also   at my house  and    &amp; wife &amp; brother houtz &amp; wife capt gibson   had been a great traveller through the indies, archipeligo &amp;   mexico he entertained us through the evening in giving   sketches of his travelleds the customs, habits &amp; religion of the   people, also the productions, fruits, animals, birds, &amp; reptiles   of the thousands of island and continent which he had visited  many of those ilands contained hundreds of new kinds of fruit   the ownly food they raise by cultivation is rice &amp; sweet potatoes   all other food groes spontaneous when a man lands upon one of  those islands he finds his food before him upon the trees evry   one of those islands contain a large supply of cocanut &amp; bannana   there is but one of the island that is dangerous in consequence   of wild beast and that iland loose about  men in  days upon  an everage by the tiger alone. there is but one island that   he visited which contained dangerous reptiles.  &amp; the   souther states contained a thousand times more dangerous   serpents than the indies &amp; islands. they manufactur a vary   fine silk cotton is also raised &amp; produced from the cotton  tree. nearly all kinds of fruits are ripe all the year round   containing ripe &amp; green fruit, blossom, &amp; buds upon the trees at   the same time. he saw vary large forest trees some  feet   in circumference. there was an aromatic fragrance in the land  breeze through the whole year which was a vary peculiar &amp; healthy    ",1860-01-16
"294",5547,"  of christ disappeared with that generation. what is the history  of that generation, it is vary short. the four evangelist   , gives the history biirth life and   death of the s. as near as we can learn luke kept  the journals and done most of the writing he recorded the [[acts of the apostles|acts   of the apostles]]. then paul wrote his epistles to the various   churches. then    wrote two short epistles about as much as one of our   reporters would write in one short discourse. then    wrote one short chapter. then  when  he was banished to the  under the reign   of domician cezar wrote his  after he was   recalled under the reign of nervya he wrote his three   epistles, this maks  writers in the   and there testimony was vary limited, also their writings   as far as they have come to us, at least when we take into  consideration the great work which they performed   the ancient  who inhabited this con-  tinent were commanded of god to write their history upon    which were hid up in the earth to come forth   in our day to be translated by the prophet  through the power  of god for the benefit of the saints. this forms the    and is the purest translation of ancient records that we  have any knowledge of upon earth yet this record gives but   a limited idea of the dealings of god with that people yet  what we have obtained was by strict commandment of god.   but let us turn our thoughts a moment to our own day. i   need not tell you that this is the , esstablished  by god himself which is to take the place of all other kingdoms   upon earth and we are the people ordained of god to esstab-  lish his kingdom upon the earth, build up zion and prepare  the way for the coming of jeussus christ. now should we  not , record, &amp; history of the dealings   of god with  as they transpire day by day before our eyes   we should. this church &amp; kingdom is organized in all   the fulness of the  necessary for the    ",1860-01-16
"295",6117,"feb    i went to the  in the afternoon and spent the night. i found  my child vary sick      february ,  ",1873-02-06
"296",6117," thursday      . the child is some better this morning i returned to the  in   the evening i received  letters  m      february ,  ",1873-02-07
"297",6117," friday      . i spent the day at home choreing making arangements for building a house      february ,  ",1873-02-08
"298",6117," saturday      . i spent most of the day cutting brush i attended a meeting of the   in the evening but hearing the alarm of fire we went    was delivered of a  feb nd at  oclock pm. mother and child  both vary feeble      february ,  ",1873-02-09
"299",6117," sunday       sunday i went to the  and visited my sick child i attended   meeting in the  ward in the evening.  spoke  m  brother   m, &amp; w. woodruff  m. i wrote a letter   &amp; sent her $      february ,  ",1873-02-10
"300",6117," monday        i settled my tithing to day for  i paid $.. $ cash      february ,  ",1873-02-11
"301",6117," tuesday to february ,  ",1873-02-12
"302",6117," wednesday       and  i spent the time drawing sand      february ,  ",1873-02-13
"303",6117," thursday      . we have quite a snow storm this morning i was unwell      february ,  ",1873-02-14
"304",6117," friday         at the head is now trying to pass laws against the   in  to persecute and oppress them &amp; to take away their constitutional  right several bills are before congress for this purpose this morning    i recieved a letter from  &amp; wrote him one in return i collected  my rent &amp; deposited it in the bank      february ,  ",1873-02-15
"305",6117," saturday       house  i received a letter from brother perkins      february ,  ",1873-02-16
"306",6117," sunday      . sunday i met with my quorum in the morning and preached in  the  ward &amp; met with the  for prayer in the evening    ",1873-02-16
"307",6118,"february ,  ",1873-02-17
"308",6118," monday      feb ,     and perkins  it was a hard snow storm i met with the school in the evening      february ,  ",1873-02-17
"309",6118," tuesday      . a plessant day good sleighing. congressmen continue to  bring in bills for the persecution of the  for  there religion president d  to destroy the saints of god but he will betfoiled in his purpose  for the lord will defend zion i received  letter and        february ,  ",1873-02-19
